Team Member,Building ,Room,Capacity,Room Type,Moveable-Tables,Moveable-Chairs,Moveable Tablet-Desk,AV Display,Source blueray,Source d-v-d,Source v-h-s,Source doc cam,Source hdmi,Source vga,Source wirelss projection,Voice Amplification,Classroom-Computer,Video Playback,Sound System,Inter-active,BruinCast Vid,BruinCast Sound,Wireless Network,Zoom Streaming,Classroom floor plan link
Michala,Bunche,2178,38,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media & XLR input,,,,1,1,https://ucla.box.com/s/tp13zol5azn8keaetvo96zs41cz6tlw3
Michala,Bunche,2181,26,,,,1,Single Projection,,,,,,1,,,1,Input Only,Media Only,,,,1,1,https://ucla.box.com/s/5zc2zgwf0pkmc2yl43vhgnd7w72xgybw
Michala,Bunche,3117,27,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media Only,,,,1,1,https://ucla.box.com/s/coshnse9krl1wox5by32d8vwu0en5rfc
Michala,Bunche,3123,26,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media & XLR input,,,,1,,https://ucla.box.com/s/j6jcv9r6in96b85fun2p0lxzdfh0cbwr
Michala,Bunche,3143,37,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media & XLR input,,,,1,,https://ucla.box.com/s/tzugyypt8enxz9igp9iwm9av917f4wqy
Michala,Bunche,3150,36,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media Only,,,,1,1,https://ucla.box.com/s/rvbdxxm6vpe7bepgc6thzrnu3hcc2zy9
Michala,Bunche,3153,36,Fixed Seating,,,,Single Projection,,,,,,1,,,1,Input Only,Media & XLR input,,,,1,,https://ucla.box.com/s/i493xojb3vkjxxdeok1hzf8dnaka8ci5
Michala,Bunche,3156,40,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/11u3o9ut02dw2s4pp1mmnz23qniflq5e
Michala,Bunche,3157,41,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/dbgib2dpob2wf8cheog8p1vxgk2lfbka
Michala,Bunche,3164,40,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/pczw8a18703nfxb2p0vtterxqq2q2ovh
Michala,Bunche,3170,40,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/ybyc102084n3jrgqohil7yzbfdin4q1j
Michala,Bunche,3178,44,Fixed Seating,,,,Single Projection,1,1,,,1,,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/qyyzmidbs69pzufdgo096g7j2yei6bfe
Michala,Bunche,3211,45,Fixed Seating,,,,Single Projection,1,1,,,1,,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/evrz7m695pfpbkcj5qning7v4jhj7i78
Michala,Bunche,2209A,221,Fixed Seating,,,,Multiple Projection,1,1,,1,1,,,1,1,DVD & Blu-ray,Voice & Media,,1,1,1,1,https://ucla.box.com/s/zvdvfvklt7b59uy9275vp1tnke8r197q
Michala,Bunche,A152,25,,1,1,,Flat Screen,,,,,1,1,,,,Input Only,Media Only,,,,1,,https://ucla.box.com/s/pc8uw0f3nhcqk8h2pi6u4z4kv1wz3xb3
Michala,Dodd,78,50,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/qyzc4m6i7yxnlwyx8fp7ji28rv9t454r
Michala,Dodd,121,158,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,1,1,1,1,https://ucla.box.com/s/w1w5tjolkhplrwng3y8tuqyhk5hdgzsi
Michala,Dodd,146,89,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/ldonq44la6wgvc67btbwh2lak0xkax9z
Michala,Dodd,147,366,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,1,1,1,1,https://ucla.box.com/s/knopqdn50w1ncnobs6tbepgjxyjd5y7z
Michala,Dodd,154,34,,,,1,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Media & XLR input,,,,1,,https://ucla.box.com/s/dizk1ur9fqpskg6u001ogqbk4m4ik3xp
Michala,Dodd,161,106,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/powf1y3g1oeaj0efuiuvmkmbsf45eix7
Michala,Dodd,162,32,,,,1,Single Projection,1,1,,1,1,1,,,1,DVD & Blu-ray,Media & XLR input,,,1,1,,https://ucla.box.com/s/u2av2mx2x5v26e8psle9tadkt4vb91vy
Michala,Dodd,167,58,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/iobeyr2uhxvb5xvbvn1kjbbiwvfvp55t
Michala,Dodd,170,62,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/dqk61c2zqlznj7i24ian1lgpbgzga0eq
Michala,Dodd,175,98,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/gy7vgl1w39c8ify9u3ntwt95z4omqjfc
Michala,Dodd,178,32,,,,1,Single Projection,1,1,,1,1,1,,,1,DVD & Blu-ray,Media & XLR input,,,,1,,https://ucla.box.com/s/blihjyaz5xdrhsu0t399uovuhqdfgy2f
Michala,Fowler,A103B,320,Fixed Seating,,,,Single Projection,,1,1,,1,,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/2d22pl2fefiy6zir2r2url4o87wob7ef
Michala,Fowler,A139,104,Fixed Seating,,,,Single Projection,1,1,,,1,,,1,,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/oyj40zoc7pbaeilg4gmaoc2tfa2qfjr6
Michala,Franz,1178,296,Fixed Seating,,,,Multiple Projection,,,,1,1,1,,1,1,Input Only,Voice & Media,,1,1,1,1,https://ucla.box.com/s/vjgy9a5lslux5rpn2i9vww0qpjbznz6k
Michala,Franz,1260,147,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/vv0mn4fzg1obdlc07oc2xn2fqfvo3v1w
Michala,Franz,2288,30,,1,1,,Single Projection,,,,,1,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/tx07gksq81y4x8aw6b01ulakn6w1y3yy
Michala,Franz,2258A,82,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/g4sogfmw8lpobhwz1g5gyuhk7m0k65l4
Michala,Geology,3656,81,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/mpxigo96s2yp3c6q7p9mta454edquwsg
LaMar,Geology,4645,48,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/brbmkhd6pbau8zo2iy4us98097lnyold
LaMar,Geology,4660,70,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/d22a1w11u4vn607h4skjpg3ondp8b95o
LaMar,Geology,6704,47,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,,1,1,https://ucla.box.com/s/fdtr8e1tcdybu04ybwyo8u2fadc55r3j
LaMar,Haines,39,419,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,1,1,1,1,https://ucla.box.com/s/ks9mq6b3l7oqi51twio3xmxks4ijtlvc
LaMar,Haines,110,20,,1,1,,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/q63hsb2k4223g07pb6xgnqnc2rzl14jq
LaMar,Haines,118,122,Fixed Seating,,,,Multiple Projection,1,1,,1,1,,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/zi1qk76i2yapb1mjpw86gygvgfj16i72
LaMar,Haines,122,20,,1,1,,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/j7bstjj57378unetagkfvarfrsndap30
LaMar,Haines,220,122,Fixed Seating,,,,Multiple Projection,1,1,,1,1,,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/gcepxl2nb0l290y2e3ogb4ehvvjfg5h5
LaMar,Haines,A18,140,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/24rphfq512efhzkfj380s42att4f5pon
LaMar,Haines,A2,138,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/pl6k36h2gl48yz8fx6it9zlqp2ka8l3l
LaMar,Haines,A20,26,,,,1,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/ykdzfk8gjogio3narmy8bynmn2dq1bwp
LaMar,Haines,A24,28,,,,1,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/q7lu4kcfx0oqac0wf9irtc0drjsmbryu
LaMar,Haines,A25,73,Fixed Seating,,,,Single Projection,1,1,,,1,1,,1,1,DVD & Blu-ray,Voice & Media,,,1,1,1,https://ucla.box.com/s/x6ixzkl9xru3fdz9k2ci32s9y5jxyo37
LaMar,Haines,A28,24,,1,1,,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/x09kp6omp6zdz7qgboxcjedfqnknkyut
LaMar,Haines,A44,40,Active Learning Room,1,1,,Multiple Projection,1,1,,1,1,1,1,1,1,DVD & Blu-ray,Voice & Media,1,,1,1,1,https://ucla.box.com/s/bgexf2cw2lm8252896qfhto67sajpwi0
LaMar,Haines,A6,20,,1,1,,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/n46iv4ntdqmbesfeosmfpgvjg6xsmf7a
LaMar,Haines,A74,26,,,,1,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/0zfi72l10evxzmp6ar326k2lp1b2tf1y
LaMar,Haines,A76,24,,,,1,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/jsba6h7djm7blbwkjzb9kq86qh8b1u62
LaMar,Haines,A78,20,,1,1,,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/idmki6xpdvo5xudw9cr71a12m7ypgccr
LaMar,Haines,A82,24,,,,1,Single Projection,,,,,1,1,1,,,Inputs Only,Media Only,1,,,1,Camera Connection Only,https://ucla.box.com/s/157amb8gp73b1c1grzgbfgww5f3wreyu
LaMar,Kaplan,135,115,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Inputs Only,Voice & Media,,,,1,1,https://ucla.box.com/s/157amb8gp73b1c1grzgbfgww5f3wreyu
LaMar,Kaplan,169,115,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Inputs Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/dv0zf5q4nff3d2qplea4c6pm9dv7wcna
LaMar,Kaplan,A26,32,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/hu4g3axwxy826smq1qshoef9lpos7v2m
LaMar,Kaplan,A30,16,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/pt3341vafdqvfubgps6gfu5o22s4rqh8
LaMar,Kaplan,A32,24,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/nvf0x3nriq882ag7jv4qcebvx85oxuag
LaMar,Kaplan,A40,20,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/3awwf90j3igo05ctztul7jxxo53vp977
LaMar,Kaplan,A46,24,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/j0pftkot2lp7acl2zou4vwapja7hn7hc
LaMar,Kaplan,A48,24,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/lgk9y34df3yo8g92fiz0rter5fqtnfz7
LaMar,Kaplan,A51,290,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Inputs Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/16kzmfg4twnwp3bfep1p4565rzf3wytz
LaMar,Kaplan,A56,20,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/h60dhv0lfowhwj0v0qfg60hf1342wiik
LaMar,Kaplan,A60,20,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/5rvgzpymvjsa4w14v16ksd8rwtma8mme
LaMar,Kaplan,A65,115,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Inputs Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/hgxkpcbaqgg7c8vueetfchpepfdmv0h4
LaMar,Kaplan,A66,24,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/xa3g6b7louqj5olryc0fojwr8iyqt45y
LaMar,Kaplan,A68,24,,1,1,,Single Projection,,1,1,,,1,,,,DVD & VHS,Media Only,,,,1,,https://ucla.box.com/s/e12d9at9apewb72cmn8kvbum0tr151tf
LaMar,Kaufman,101,52,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,,,1,https://ucla.box.com/s/jp83jz0de3hws1j5ycqltwyygs39bqen
LaMar,Kaufman,136,12,,1,1,,Flat Screen,,,,,1,1,,,,Input Only,Media Only,,,,1,,https://ucla.box.com/s/x9lrqpqmn5qhd6tzt4luqhm1vwsjkrf1
LaMar,Kaufman,153,26,,,,1,Single Projection,,,,,,1,,,1,Input Only,Media Only,,,,1,,https://ucla.box.com/s/ruzf203if0kicyo3la9y0uj9hsfapjfz
LaMar,Kinsey Pavilion,1200B,122,Fixed Seating,,,,Multiple Projection,,,,1,1,1,,1,1,Inputs Only,Voice & Media,,,1,,1,https://ucla.box.com/s/etcuxybe9ksyhop5z5zlqe19n53034sq
LaMar,Kinsey Pavilion,1220B,178,Fixed Seating,,,,Multiple Projection,,,,1,1,1,,1,1,Inputs Only,Voice & Media,,1,1,,1,https://ucla.box.com/s/zspajedfmd4dxng14bhua246wcxjqx8h
LaMar,Kinsey Pavilion,1240B,122,Fixed Seating,,,,Multiple Projection,,,,1,1,1,,1,1,Inputs Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/yijdho0myboemi4hnxjaiu85k6mdkxv5
LaMar,La Kretz,100,22,,1,1,,Single Projection,,,,,,1,,1,1,Input Only,Media Only,,,,1,,https://ucla.box.com/s/0x0qb13e3qesg0nys1f013t2kkjkxlsv
LaMar,La Kretz,101,22,,1,1,,Single Projection,1,1,,,1,,,1,1,DVD & Blu-Ray,Voice & Media,,,1,1,,https://ucla.box.com/s/r5969d4eo58ymjogqzinzn047cox54gx
LaMar,La Kretz,110,352,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & VHS,Voice & Media,,1,1,1,1,https://ucla.box.com/s/fgavvzc15y5g6ajfgq332kbe868bjhwq
LaMar,La Kretz,120,46,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/o7zen0jc1lqywwtihpaxa53p8dzc528q
LaMar,Mathematical Sciences,5117,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/vn0eajeslwded98smfs5xj71o17zd7w5
LaMar,Mathematical Sciences,5118,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/p5wf6vbi17l0gzlvntq8qn8l4bmly5bw
LaMar,Mathematical Sciences,5127,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/8c6ru8g7ivavyilzfw4wr40fitcb1mub
LaMar,Mathematical Sciences,5128,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/4os5q8819t37v2p0jiyeq4c7rpq7hmf3
LaMar,Mathematical Sciences,5137,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/5zawm5pluc9z8jsxaovsj684yolcanyb
LaMar,Mathematical Sciences,5138,40,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/1t5qdzwl29q96hmfyy1y6zinde70ub34
LaMar,Mathematical Sciences,5147,39,Fixed Seating,,,,Single Projection,,,,,1,1,,,1,Input Only,,,,,,1,https://ucla.box.com/s/6kyn7je1ufpb7uhsq4i493ohg6kub2jj
LaMar,Mathematical Sciences,5148,26,,,,1,Single Projection,,,,,1,1,,,1,Inputs Only,Media Only,,,,1,,https://ucla.box.com/s/6qccxz8rmad6kezm61bsn6ls4sfriurn
LaMar,Mathematical Sciences,5200,130,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/nqwy8n8rbgzgguugiwh5qcc0h81urgyl
LaMar,Mathematical Sciences,5203,30,Fixed Seating,,,,Single Projection,,,,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/unupclcsabyf4ljgdwhfthbic29kbbzp
LaMar,Mathematical Sciences,5217,28,Fixed Seating,,,,Single Projection,,,,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/6kfg66hqbe3b9yar67umee6y2m8dr7kf
LaMar,Mathematical Sciences,5225,29,,,,1,Single Projection,,,,,1,1,,,1,Inputs Only,Media Only,,,,1,,https://ucla.box.com/s/zstmvg9y12zaad3qvfm0cuzc80qylyh8
LaMar,Mathematical Sciences,5233,30,,,,1,Single Projection,,,,,1,1,,,1,Inputs Only,Media Only,,,,1,1,https://ucla.box.com/s/a7yu7mq5jb8t5qx01220empv1jl6r47s
LaMar,Mathematical Sciences,6201,28,,1,1,,Single Projection,,,,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/vrmtpxdewm46tliqtgxsdngt5lv79n7t
LaMar,Mathematical Sciences,6229,51,Fixed Seating,,,,Single Projection,,,,,,1,,1,1,Inputs Only,Voice & Media,,,,1,1,https://ucla.box.com/s/8dmiq9zxmm33n0ysyqxtp8i56wabtnmg
LaMar,Mathematical Sciences,7608,22,,,,1,Single Projection,,,,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/d6se80ycvz4igybb1pp5fs5vnoioen4t
LaMar,Mathematical Sciences,3915A,24,,1,1,,Single Projection,,,,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/7prru2w6bebkmwlxkoao23w9vh7mg9gd
LaMar,Mathematical Sciences,3915D,24,,1,1,,Single Projection,,,,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/9srgvmish5hxdzkprhvy3hz4f12p65nl
Val,Mathematical Sciences,3915G,24,,1,1,,Single Projection,,1,1,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/jrqfdds56ms8zk3dvb7cfc2h9m9hkwrm
Val,Mathematical Sciences,3915H,24,,1,1,,Single Projection,,1,1,,1,1,,1,1,Inputs Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/pbvg8qtgthxy4zu3vcjz2skwshdei7ha
Val,Mathematical Sciences,4000A,210,Fixed Seating,,,,Single Projection,,1,1,,1,1,,1,1,Inputs Only,Voice & Media,1,1,1,1,1,https://ucla.box.com/s/7zsp2nx1nblx8v0luas446vz9e9v741o
Val,Moore,100,442,Fixed Seating,,,,Multiple Projection,1,1,1,1,1,1,,1,1,DVD & Blu-Ray,Voice & Media,,1,1,1,1,https://ucla.box.com/s/814s5iru5avifd1gx8k7lgt0rfiw2wzt
Val,Moore,1003,25,,1,1,,Single Projection,,1,1,,1,1,,,1,Input Only,Media Only,,,1,1,,https://ucla.box.com/s/m2tlkfv7rug9fvg1ywgke6hx65v7jneu
Val,Perloff,1102,146,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/8fx3t96n46s07drd4u7gcweotpblur1k
